CPU,GPU,Better_GPU
12.729888945,5.623809,true
22.558424805,5.649862,true
45.410084805,7.539095,true
44.204476128,8.6856165,true
46.991262696,8.295666,true
55.368544311,9.112508,true
45.955226898,7.9063945,true
49.788580349,6.438733,true
45.066635073,6.222951,true
47.91362673,8.271534,true
