CPU,GPU,Better_GPU
72.373757269,8.330463,true
105.515326993,9.100684,true
152.72632865,9.416153,true
188.216317135,10.122939,true
232.591520075,10.977068,true
243.76112743,10.858319,true
264.309051457,10.944304,true
279.164995361,12.539598,true
281.007265102,11.883156,true
282.386960581,12.9391365,true
