CPU,GPU,Better_GPU
8.834e-6,4.928e-5,false
4.2494e-5,3.6864003e-5,true
4.3987e-5,3.1744e-5,true
4.4164e-5,3.072e-5,true
5.0729e-5,2.4576e-5,true
4.2094e-5,2.4576e-5,true
5.0341e-5,2.4576e-5,true
4.7522e-5,3.0688e-5,true
6.69e-6,3.584e-5,false
5.882e-6,2.8768e-5,false
