CPU,GPU,Better_GPU
0.384316695,0.03289587,true
0.362537645,0.031218784,true
0.410931968,0.030890208,true
0.345522367,0.030913856,true
0.457298967,0.030974625,true
0.354571275,0.031386305,true
0.615672463,0.030940704,true
0.380105992,0.031196129,true
0.525033875,0.031064961,true
0.352534219,0.030882336,true
