CPU,GPU,Better_GPU
1.121e-6,6.9632e-5,false
8.2e-7,2.5599998e-5,false
1.39e-6,3.584e-5,false
8.56e-7,5.2191997e-5,false
4.79e-7,2.8672e-5,false
6.49e-7,2.4576e-5,false
7.32e-7,2.7712e-5,false
8.23e-7,2.7648e-5,false
6.23e-7,2.7648e-5,false
3.162e-6,3.584e-5,false
