CPU,GPU,Better_GPU
352.610119228,38.590034,true
427.513944059,42.316433,true
391.621538676,43.9131,true
398.549507428,43.22009,true
389.441521467,43.62265,true
383.176003365,43.71919,true
387.723584309,43.72084,true
431.526067955,43.773552,true
421.959152098,43.91412,true
446.403643752,42.752842,true
