CPU,GPU,Better_GPU
0.789477489,0.1330458,true
0.742416941,0.12155766,true
0.642314937,0.11994698,true
0.613859902,0.12004272,true
0.668508177,0.120057054,true
0.819574539,0.12011309,true
0.774841081,0.12051885,true
0.756529342,0.12073136,true
0.726209225,0.12066272,true
0.778058704,0.120739646,true
