CPU,GPU,Better_GPU
5.4477e-5,0.000223584,false
3.7031e-5,0.000192832,false
3.0226e-5,0.00019103999,false
3.1789e-5,0.000184928,false
3.1605e-5,0.000180032,false
3.1701e-5,0.000175744,false
3.6173e-5,0.000180288,false
3.2158e-5,0.000189056,false
2.957e-5,0.00018409599,false
3.8022e-5,0.00017417599,false
