CPU,GPU,Better_GPU
3.729e-6,4.608e-5,false
2.135e-6,2.5599998e-5,false
2.998e-6,2.3552e-5,false
2.982e-6,2.7648e-5,false
2.589e-6,2.6752e-5,false
4.019e-6,2.9696e-5,false
2.971e-6,2.6624e-5,false
2.747e-6,2.5599998e-5,false
2.948e-6,2.5599998e-5,false
1.953e-6,2.1536e-5,false
