CPU,GPU,Better_GPU
0.16132136,0.035187297,true
0.107579535,0.034346048,true
0.104388099,0.034292094,true
0.104699907,0.03464557,true
0.104313834,0.034970403,true
0.321985744,0.03453987,true
0.106518655,0.034213185,true
0.106361128,0.034564577,true
0.105266708,0.034617312,true
0.104440223,0.03446493,true
