CPU,GPU,Better_GPU
0.076113245,0.008612417,true
0.030012461,0.008513152,true
0.029685287,0.008594177,true
0.026717444,0.008466496,true
0.027787364,0.008614016,true
0.265931222,0.00861664,true
0.032864337,0.008581312,true
0.033966042,0.00850976,true
0.031168207,0.0085088,true
0.027994655,0.008615296,true
