CPU,GPU,Better_GPU
1.744e-6,4.096e-5,false
6.25e-7,2.4576e-5,false
5.37e-7,1.7408e-5,false
4.58e-7,1.7408e-5,false
5.02e-7,1.7408e-5,false
4.58e-7,1.7408e-5,false
4.63e-7,1.6384e-5,false
4.68e-7,1.6384e-5,false
4.89e-7,1.5488e-5,false
4.61e-7,1.6384e-5,false
