CPU,GPU,Better_GPU
5.679e-6,4.608e-5,false
4.379e-6,1.9456e-5,false
4.279e-6,1.7408e-5,false
4.757e-6,1.8432002e-5,false
2.1398e-5,1.9456e-5,true
4.618e-6,1.7408e-5,false
4.695e-6,1.9456e-5,false
4.283e-6,1.8432002e-5,false
4.268e-6,1.7408e-5,false
6.202e-6,1.6384e-5,false
