CPU,GPU,Better_GPU
1.391560045,0.2984004,true
1.442836093,0.29228988,true
1.206515987,0.293076,true
1.02824684,0.29938748,true
1.459168958,0.29290682,true
1.030239784,0.29524982,true
1.084691841,0.2945972,true
1.275909081,0.3100191,true
1.086260125,0.296031,true
1.310409467,0.30601397,true
