CPU,GPU,Better_GPU
3.1027e-5,0.00017715199,false
2.3951e-5,0.000116736,false
8.6114e-5,8.6016e-5,true
1.804e-5,8.8064e-5,false
2.2871e-5,7.6895994e-5,false
2.4908e-5,8.192e-5,false
1.7488e-5,7.9872e-5,false
2.1475e-5,0.000104448,false
2.0318e-5,8.192e-5,false
2.2267e-5,7.8847996e-5,false
