,means_cpu,means_gpu
0,1.7028999999999998e-06,4.6899200900000004e-05
1,2.2571e-06,2.23232004e-05
2,9.1673e-06,2.9084799699999998e-05
3,0.0004229626,0.0001147296013
4,0.0255852023,0.009534505797
5,0.06828963769999999,0.0085927901
6,0.1029982564,0.034617257400000004
