CPU,GPU,Better_GPU
0.115744653,0.03536928,true
0.104130241,0.03459344,true
0.102146261,0.03456448,true
0.101020514,0.03447299,true
0.101614827,0.034456063,true
0.100551624,0.03466762,true
0.098686053,0.03408768,true
0.103456013,0.035154015,true
0.100333915,0.034536414,true
0.102298463,0.034270592,true
